מפקד האוכלוסין 2008,,חזרה להסברים על הקובץ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הלשכה המרכזית לסטטיסטיקה,,חזרה לאינדקס משתנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,תכונות גאוגרפיות ומשתנים דמוגרפיים ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בית זית,710,1949,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,1.3,0.7,0.7,1,יהודים,98.3,25.6,64.9,9.5,24.6,66.6,8.9,26.6,63.3,10.2,592.8,31.0,29.0,32.0,49.7,50.3,47.8,52.2,51.6,48.4,83.3,16.7,46.4,31.1,14.1,8.4,51.4,7.2,11.7,21.3,8.4
בית זרע,143,1926,2,מחוז הצפון,22,נפת כנרת,221,כינרות,,ללא שיוך למטרופולין,330,קיבוץ,6,מועצה אזורית עמק הירדן,0.6,0.3,0.3,1,יהודים,86.9,27.9,53.7,18.4,31.9,51.9,16.1,23.9,55.5,20.6,1158.7,33.0,31.0,38.0,41.2,58.8,43.3,56.7,39.2,60.8,73.9,26.1,53.5,13.3,17.3,15.9,41.8,2.6,4.8,43.7,7.0
בית חורון,3575,1977,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,0.9,0.5,0.4,1,יהודים,99.7,43.0,55.2,1.8,45.0,53.4,1.6,40.8,57.2,2.0,898.2,22.0,21.0,24.0,70.0,30.0,66.8,33.2,73.7,26.3,85.2,14.8,15.2,43.8,37.5,3.6,54.9,8.4,10.5,20.5,5.6
בית חירות,877,1933,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,0.7,0.4,0.4,1,יהודים,99.1,32.9,59.2,7.8,34.6,58.5,6.9,31.2,60.1,8.8,783.9,32.0,29.0,34.0,60.5,39.5,58.3,41.7,62.7,37.3,88.8,11.2,58.0,21.0,15.0,6.0,58.9,4.1,5.8,19.4,11.7
בית חנן,159,1930,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,27,מועצה אזורית גן רווה,0.5,0.3,0.3,1,יהודים,99.7,25.5,62.6,12.0,26.4,62.4,11.2,24.6,62.8,12.7,668.4,35.0,34.0,35.0,63.0,37.0,63.9,36.1,62.1,37.9,88.8,11.2,55.6,34.0,10.4,,55.0,7.8,3.5,31.4,2.3
בית חנניה,800,1950,3,מחוז חיפה,32,נפת חדרה,324,אזור חדרה,,ללא שיוך למטרופולין,310,מושב,15,מועצה אזורית חוף הכרמל,0.8,0.4,0.4,1,יהודים,98.4,37.6,56.0,6.5,41.3,53.0,5.7,33.5,59.2,7.3,895.7,27.0,23.0,34.0,59.7,40.3,60.3,39.7,59.0,41.0,86.0,14.0,52.4,22.3,10.9,14.4,54.5,5.8,8.2,26.6,4.9
בית חשמונאי,1050,1972,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",350,יישוב כפרי אחר יהודי,30,מועצה אזורית גזר,1.4,0.7,0.7,1,יהודים,99.2,35.4,62.6,1.9,34.0,63.4,2.6,36.8,61.9,1.3,677.8,27.0,27.0,26.0,66.8,33.2,64.8,35.2,68.9,31.1,88.4,11.6,34.4,44.6,19.9,1.1,50.7,12.2,20.8,15.1,1.2
בית יהושע,288,1938,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,19,מועצה אזורית חוף השרון,0.9,0.4,0.4,1,יהודים,99.8,34.5,60.7,4.8,34.3,61.8,4.0,34.8,59.6,5.7,690.3,29.0,29.0,30.0,63.9,36.1,64.2,35.8,63.6,36.4,87.2,12.8,51.1,31.2,8.8,8.9,56.2,5.0,6.2,27.2,5.4
בית יצחק-שער חפר,326,1940,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,16,מועצה אזורית עמק חפר,1.7,0.8,0.9,1,יהודים,99.5,26.1,57.9,16.0,26.2,58.6,15.2,26.0,57.3,16.7,820.6,37.0,37.0,37.0,60.8,39.2,64.4,35.6,57.6,42.4,82.8,17.2,70.7,17.8,6.1,5.4,49.9,5.7,5.5,36.2,2.7
בית לחם הגלילית,430,1948,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",310,מושב,9,מועצה אזורית עמק יזרעאל,0.7,0.4,0.4,1,יהודים,99.3,30.7,61.9,7.4,31.6,63.2,5.2,29.8,60.7,9.5,708.9,28.0,27.0,30.0,49.0,51.0,48.9,51.1,49.1,50.9,91.0,9.0,62.6,29.4,6.5,1.5,60.9,4.0,5.7,27.8,1.6
בית מאיר,751,1950,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.8,0.4,0.4,1,יהודים,99.8,43.7,50.7,5.6,42.9,51.6,5.5,44.7,49.7,5.7,1086.2,22.0,22.0,22.0,67.9,32.1,63.7,36.3,72.6,27.4,83.0,17.0,36.4,27.6,28.6,7.4,49.2,4.0,13.3,21.0,12.5
בית נחמיה,784,1950,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.8,0.4,0.4,1,יהודים,98.5,32.3,60.7,7.0,30.6,62.1,7.4,33.8,59.5,6.7,730.4,32.0,35.0,31.0,64.0,36.0,65.9,34.1,62.3,37.7,84.8,15.2,65.5,21.0,6.8,6.7,47.2,21.8,16.0,12.1,2.9
בית נקופה,672,1949,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.6,0.3,0.3,1,יהודים,92.8,28.9,61.1,10.0,27.6,63.5,8.9,30.2,58.6,11.2,714.9,32.0,31.0,34.0,59.0,41.0,56.0,44.0,62.1,37.9,79.8,20.2,57.8,24.7,9.0,8.5,41.2,12.9,15.8,23.5,6.5
בית עוזיאל,301,1956,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,30,מועצה אזורית גזר,0.5,0.3,0.3,1,יהודים,99.6,32.4,58.0,9.6,31.9,59.5,8.5,32.9,56.5,10.6,810.4,32.0,33.0,31.0,65.3,34.7,68.1,31.9,62.8,37.2,78.7,21.3,68.4,28.0,1.7,1.9,37.0,9.4,44.6,5.2,3.7
בית עזרא,756,1950,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,0.9,0.5,0.5,1,יהודים,99.1,30.7,60.5,8.8,32.4,60.5,7.1,29.0,60.5,10.5,720.1,31.0,30.0,32.0,57.5,42.5,58.5,41.5,56.5,43.5,81.2,18.8,67.0,25.2,6.5,1.2,42.0,32.7,14.8,8.4,2.0
בית עריף,604,1951,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.9,0.5,0.5,1,יהודים,99.9,35.4,54.6,9.9,37.1,54.4,8.6,33.7,54.9,11.3,920.6,30.0,28.0,32.0,58.3,41.7,57.3,42.7,59.3,40.7,85.3,14.7,84.7,11.0,1.7,2.6,47.0,44.0,5.9,2.5,0.5
בית קמה,598,1949,6,מחוז הדרום,62,נפת באר שבע,621,אזור גרר,321,"מטרופולין באר שבע, טבעת פנימית, גזרה צפונית",330,קיבוץ,41,מועצה אזורית בני שמעון,0.9,0.5,0.5,1,יהודים,98.3,47.9,47.9,4.2,48.5,47.7,3.8,47.3,48.2,4.5,1221.6,19.0,19.0,20.0,59.3,40.7,56.2,43.8,62.3,37.7,89.9,10.1,33.4,36.3,21.3,9.0,54.8,6.1,9.6,20.2,9.4
בית שערים,248,1936,2,מחוז הצפון,23,נפת יזרעאל,235,אזור יקנעם,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",310,מושב,9,מועצה אזורית עמק יזרעאל,0.6,0.3,0.3,1,יהודים,99.8,31.7,57.0,11.3,31.5,56.4,12.0,31.9,57.5,10.5,837.9,32.0,33.0,32.0,60.0,40.0,62.0,38.0,58.2,41.8,93.4,6.6,58.0,24.0,18.0,,63.5,2.6,4.6,26.3,3.0
בית שקמה,747,1950,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,310,מושב,36,מועצה אזורית חוף אשקלון,0.7,0.4,0.4,1,יהודים,99.2,36.5,57.0,6.5,35.6,59.3,5.1,37.5,54.6,7.9,852.9,27.0,27.0,26.0,57.5,42.5,55.2,44.8,60.0,40.0,84.9,15.1,70.8,24.3,4.9,,49.8,3.3,42.4,4.3,0.3
בן זכאי,760,1950,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,29,מועצה אזורית חבל יבנה,0.9,0.5,0.4,1,יהודים,99.8,33.9,58.2,7.9,35.7,56.9,7.4,32.0,59.6,8.4,783.3,28.0,27.0,31.0,54.7,45.3,51.5,48.5,58.0,42.0,87.7,12.3,84.7,10.6,4.7,,47.6,4.0,45.0,2.9,0.6
בן עמי,712,1949,2,מחוז הצפון,24,נפת עכו,245,אזור נהרייה,,ללא שיוך למטרופולין,310,מושב,4,מועצה אזורית מטה אשר,0.7,0.4,0.3,1,יהודים,98.7,31.6,57.6,10.8,33.4,57.3,9.3,29.8,57.8,12.4,805.0,32.0,31.0,33.0,57.8,42.2,57.3,42.7,58.2,41.8,84.2,15.8,68.2,24.5,7.3,,46.4,6.0,15.3,31.1,1.2
בן שמן (מושב),2013,1952,4,מחוז המרכז,43,נפת רמלה,432,אזור רמלה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.6,0.3,0.3,1,יהודים,99.3,29.8,65.6,4.5,28.8,66.3,4.9,30.8,65.0,4.1,587.3,32.0,33.0,32.0,59.7,40.3,58.2,41.8,61.1,38.9,89.3,10.7,36.8,47.0,13.1,3.1,54.4,8.6,7.6,25.6,3.8
בני דרור,386,1946,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",320,מושב שיתופי,18,מועצה אזורית לב השרון,1.2,0.5,0.6,1,יהודים,99.6,18.2,39.0,42.8,22.1,43.2,34.7,15.0,35.6,49.4,1721.1,53.0,48.0,61.0,55.6,44.4,63.8,36.2,49.3,50.7,61.2,38.8,58.9,23.5,11.7,5.9,33.5,5.4,11.5,44.4,5.1
בני יהודה,4015,1972,2,מחוז הצפון,29,נפת גולן,294,גולן דרומי,,ללא שיוך למטרופולין,370,יישוב קהילתי,71,מועצה אזורית גולן,0.9,0.4,0.5,1,יהודים,95.9,32.1,63.2,4.7,30.0,65.0,5.0,34.2,61.4,4.4,673.9,33.0,32.0,33.0,61.4,38.6,62.0,38.0,60.8,39.2,83.5,16.5,33.8,34.4,25.7,6.1,43.3,9.2,15.2,26.4,5.9
בני עטרות,448,1948,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.7,0.4,0.4,1,יהודים,99.3,29.0,61.5,9.4,29.2,62.4,8.4,28.9,60.7,10.5,716.3,33.0,33.0,33.0,59.4,40.6,58.7,41.3,60.2,39.8,90.0,10.0,54.2,24.1,11.0,10.7,61.3,5.5,5.2,25.0,2.9
בני ציון,418,1947,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,19,מועצה אזורית חוף השרון,1.2,0.6,0.6,1,יהודים,98.6,31.6,63.3,5.1,33.4,62.8,3.8,29.7,63.9,6.4,621.3,29.0,28.0,31.0,55.9,44.1,54.6,45.4,57.3,42.7,88.0,12.0,40.1,25.1,19.4,15.4,56.5,4.2,8.4,25.6,5.3
בני ראם,588,1949,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,31,מועצה אזורית נחל שורק,1.2,0.6,0.5,1,יהודים,99.4,43.5,53.2,3.4,43.4,54.1,2.5,43.6,52.1,4.3,1010.0,21.0,20.0,22.0,61.6,38.4,57.5,42.5,66.2,33.8,91.2,8.8,64.1,17.6,12.2,6.1,56.0,24.6,8.5,7.3,3.7
בניה,685,1949,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,28,מועצה אזורית ברנר,0.7,0.3,0.3,1,יהודים,99.5,31.7,63.3,5.1,32.9,62.3,4.8,30.5,64.3,5.3,634.8,32.0,31.0,32.0,64.2,35.8,65.4,34.6,63.1,36.9,88.2,11.8,60.0,29.0,7.1,4.0,50.3,11.3,6.5,28.5,3.3
בצרה,389,1946,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,19,מועצה אזורית חוף השרון,1.0,0.5,0.5,1,יהודים,99.0,32.5,61.7,5.9,31.2,63.9,4.9,33.8,59.4,6.9,694.5,31.0,31.0,33.0,58.0,42.0,55.5,44.5,60.6,39.4,86.5,13.5,53.1,29.5,12.2,5.2,54.7,5.3,6.8,29.9,3.3
בקוע,864,1951,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.5,0.2,0.3,1,יהודים,99.4,30.4,60.0,9.6,30.9,64.7,4.4,29.8,55.5,14.7,761.4,31.0,29.0,33.0,55.8,44.2,54.8,45.2,56.8,43.2,85.6,14.4,88.0,2.9,4.7,4.4,45.1,47.9,3.4,3.0,0.6
בר גיורא,823,1950,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.5,0.3,0.3,1,יהודים,98.6,30.7,63.5,5.8,28.8,64.7,6.5,32.6,62.4,5.0,640.6,27.0,27.0,27.0,53.9,46.1,51.6,48.4,56.2,43.8,84.0,16.0,57.1,30.4,10.9,1.7,47.1,11.3,27.1,10.8,3.7
בר יוחאי,1191,1979,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,370,יישוב קהילתי,2,מועצה אזורית מרום הגליל,0.6,0.3,0.3,1,יהודים,100.0,59.4,39.8,0.7,60.8,38.3,0.9,57.9,41.4,0.6,1676.6,11.0,11.0,11.0,81.3,18.7,82.7,17.3,79.9,20.1,94.1,5.9,20.0,52.5,20.1,7.4,59.0,5.5,27.0,4.3,4.3
ברור חיל,428,1948,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,334,"מטרופולין באר שבע, טבעת תיכונה, גזרה מערבית",330,קיבוץ,37,מועצה אזורית שער הנגב,0.6,0.3,0.3,1,יהודים,97.3,24.7,52.1,23.2,23.1,58.2,18.7,26.1,46.5,27.4,996.9,35.0,33.0,37.0,47.4,52.6,48.6,51.4,46.3,53.7,63.8,36.2,43.0,37.7,15.4,3.9,32.3,3.8,8.4,18.2,37.3
ברכה,3710,1983,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,1.4,0.7,0.7,1,יהודים,77.8,44.3,52.7,3.0,41.6,56.4,2.0,47.4,48.5,4.1,1056.5,21.0,21.0,20.0,71.3,28.7,63.8,36.2,80.3,19.7,93.8,6.2,2.8,27.7,64.2,5.3,67.4,6.7,6.1,11.6,8.1
ברכיה,746,1950,6,מחוז הדרום,61,נפת אשקלון,614,אזור אשקלון,,ללא שיוך למטרופולין,310,מושב,36,מועצה אזורית חוף אשקלון,1.1,0.6,0.5,1,יהודים,100.0,39.7,50.9,9.4,40.2,52.5,7.3,39.1,48.9,11.9,1203.0,21.0,20.0,26.0,55.2,44.8,49.4,50.6,62.5,37.5,85.1,14.9,70.6,16.8,8.8,3.7,52.1,3.4,42.2,2.0,0.4
ברעם,667,1949,2,מחוז הצפון,21,נפת צפת,212,גליל עליון מזרחי,,ללא שיוך למטרופולין,330,קיבוץ,1,מועצה אזורית הגליל העליון,0.5,0.3,0.3,1,יהודים,92.5,25.9,55.5,18.6,29.4,54.1,16.5,22.2,56.9,20.9,887.1,36.0,34.0,37.0,53.1,46.9,54.5,45.5,51.8,48.2,74.9,25.1,54.7,23.8,12.1,9.3,42.4,6.3,7.7,35.7,7.8
ברקן,3654,1981,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,72,מועצה אזורית שומרון,1.3,0.7,0.6,1,יהודים,96.5,33.2,61.5,5.2,33.7,61.5,4.8,32.7,61.6,5.7,693.5,31.0,29.0,32.0,63.6,36.4,61.6,38.4,65.8,34.2,79.1,20.9,16.7,36.4,44.3,2.6,42.0,13.0,11.0,29.8,4.2
ברקת,2038,1952,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,1.5,0.7,0.8,1,יהודים,100.0,44.2,48.8,6.9,43.3,51.6,5.1,45.1,46.3,8.6,1257.3,20.0,21.0,20.0,56.6,43.4,58.0,42.0,55.3,44.7,90.6,9.4,92.7,4.0,3.4,,60.7,35.5,1.9,0.8,1.0
בת עין,3794,1989,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,76,מועצה אזורית גוש עציון,0.9,0.5,0.4,1,יהודים,99.8,50.1,49.4,0.4,47.3,52.1,0.6,53.2,46.6,0.2,1165.2,17.0,19.0,16.0,64.8,35.2,60.3,39.7,69.9,30.1,81.3,18.7,2.2,33.8,38.5,25.4,44.7,3.0,7.4,17.5,27.4
גאולים,379,1945,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",310,מושב,18,מועצה אזורית לב השרון,0.8,0.4,0.4,1,יהודים,99.9,30.2,60.2,9.6,27.5,63.3,9.2,32.8,57.2,10.1,734.4,32.0,32.0,32.0,58.1,41.9,57.4,42.6,58.8,41.2,87.1,12.9,73.9,13.5,10.7,1.9,50.7,34.0,6.4,5.7,3.2
גאליה,853,1948,4,מחוז המרכז,44,נפת רחובות,442,אזור ראשון לציון,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",310,מושב,27,מועצה אזורית גן רווה,1.0,0.5,0.5,1,יהודים,99.2,34.4,56.7,9.0,37.2,55.5,7.3,31.4,57.9,10.7,845.2,29.0,27.0,31.0,58.3,41.7,58.5,41.5,58.2,41.8,86.6,13.4,63.9,20.9,9.8,5.4,52.7,6.9,7.3,31.1,2.0
גבע,86,1921,2,מחוז הצפון,23,נפת יזרעאל,232,עמק חרוד,,ללא שיוך למטרופולין,330,קיבוץ,8,מועצה אזורית הגלבוע,0.6,0.3,0.3,1,יהודים,96.5,27.6,57.1,15.3,26.9,60.8,12.3,28.2,53.7,18.1,837.5,33.0,32.0,36.0,50.5,49.5,52.1,47.9,48.9,51.1,87.5,12.5,66.1,20.5,8.1,5.3,58.1,1.9,3.6,29.7,6.8
גבע כרמל,683,1949,3,מחוז חיפה,32,נפת חדרה,321,חוף הכרמל,243,"מטרופולין חיפה, טבעת חיצונית, גזרה דרומית",310,מושב,15,מועצה אזורית חוף הכרמל,1.0,0.5,0.5,1,יהודים,99.4,31.0,63.2,5.8,31.5,63.4,5.1,30.4,63.1,6.5,625.9,29.0,29.0,29.0,61.6,38.4,62.3,37.7,60.9,39.1,86.8,13.2,67.7,22.5,5.2,4.6,51.2,20.3,15.0,10.3,3.1
גבעון החדשה,3644,1980,7,אזור יהודה והשומרון,,אין חלוקה לנפות,,אין חלוקה לאזורים טבעיים,,ללא שיוך למטרופולין,370,יישוב קהילתי,73,מועצה אזורית מטה בנימין,1.1,0.6,0.5,1,יהודים,93.4,32.5,63.1,4.5,32.6,62.6,4.7,32.3,63.5,4.2,698.2,31.0,30.0,31.0,56.9,43.1,53.5,46.5,60.6,39.4,80.5,19.5,14.4,43.1,36.8,5.6,49.2,12.6,12.5,22.7,2.9
גבעת אלה,1288,1988,2,מחוז הצפון,23,נפת יזרעאל,237,הרי נצרת-תירען,242,"מטרופולין חיפה, טבעת חיצונית, גזרה מזרחית",370,יישוב קהילתי,9,מועצה אזורית עמק יזרעאל,1.6,0.8,0.8,1,יהודים,99.8,23.7,74.5,1.8,25.0,73.2,1.8,22.5,75.7,1.8,455.9,28.0,26.0,30.0,50.2,49.8,50.6,49.4,49.8,50.2,87.3,12.7,28.1,45.9,22.7,3.3,49.7,4.4,7.2,32.6,6.1
גבעת ברנר,147,1928,4,מחוז המרכז,44,נפת רחובות,441,אזור רחובות,143,"מטרופולין תל אביב, טבעת חיצונית, גזרה דרומית",330,קיבוץ,28,מועצה אזורית ברנר,1.7,0.9,0.8,1,יהודים,98.6,20.8,62.1,17.1,21.0,62.9,16.0,20.6,61.2,18.2,678.3,35.0,33.0,36.0,45.1,54.9,44.3,55.7,46.0,54.0,81.0,19.0,51.7,32.6,10.9,4.8,49.4,6.5,5.8,30.8,7.5
גבעת השלושה,870,1925,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",330,קיבוץ,20,מועצה אזורית דרום השרון,0.7,0.4,0.3,1,יהודים,98.7,20.4,70.9,8.7,22.2,69.1,8.7,18.5,72.8,8.8,474.8,34.0,34.0,34.0,54.9,45.1,53.7,46.3,56.1,43.9,88.3,11.7,51.3,32.7,10.7,5.3,56.7,12.7,5.3,22.0,3.3
גבעת חיים (איחוד),2018,1932,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",330,קיבוץ,16,מועצה אזורית עמק חפר,0.8,0.4,0.4,1,יהודים,98.4,20.2,64.9,15.0,22.5,64.9,12.6,17.9,64.9,17.2,611.8,34.0,32.0,39.0,48.3,51.7,49.7,50.3,47.0,53.0,83.9,16.1,40.4,35.5,19.1,5.0,48.6,4.0,3.3,34.4,9.7
גבעת חיים (מאוחד),173,1932,4,מחוז המרכז,41,נפת השרון,411,מערב השרון,141,"מטרופולין תל אביב, טבעת חיצונית, גזרה צפונית",330,קיבוץ,16,מועצה אזורית עמק חפר,0.9,0.4,0.5,1,יהודים,97.4,20.8,66.5,12.6,23.2,66.3,10.5,18.4,66.8,14.7,558.7,32.0,29.0,35.0,42.0,58.0,42.5,57.5,41.5,58.5,87.3,12.7,53.7,23.5,16.6,6.2,57.2,7.5,3.9,25.9,5.4
גבעת יואב,4021,1968,2,מחוז הצפון,29,נפת גולן,294,גולן דרומי,,ללא שיוך למטרופולין,310,מושב,71,מועצה אזורית גולן,0.5,0.3,0.3,1,יהודים,98.0,18.3,79.7,2.0,19.1,79.4,1.4,17.4,79.9,2.6,298.6,33.0,33.0,32.0,56.4,43.6,56.0,44.0,56.8,43.2,87.2,12.8,43.9,33.5,17.2,5.4,43.3,8.0,14.8,30.2,3.7
גבעת יערים,787,1950,1,מחוז ירושלים,11,נפת ירושלים,111,הרי יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,1.2,0.6,0.6,1,יהודים,98.8,37.8,56.2,6.1,39.5,55.7,4.8,36.1,56.7,7.3,886.9,27.0,26.0,28.0,58.5,41.5,57.5,42.5,59.4,40.6,86.6,13.4,57.9,21.4,16.8,3.8,53.2,27.9,5.6,9.2,4.1
גבעת ישעיהו,919,1958,1,מחוז ירושלים,11,נפת ירושלים,112,שפלת יהודה,,ללא שיוך למטרופולין,310,מושב,26,מועצה אזורית מטה יהודה,0.6,0.3,0.3,1,יהודים,99.8,39.9,56.6,3.5,37.1,59.1,3.8,42.6,54.1,3.3,879.1,28.0,30.0,25.0,63.4,36.6,62.1,37.9,64.8,35.2,88.6,11.4,58.5,23.2,12.9,5.5,55.1,13.1,6.7,21.2,3.9
"גבעת כ""ח",802,1950,4,מחוז המרכז,42,נפת פתח תקווה,422,אזור פתח תקווה,142,"מטרופולין תל אביב, טבעת חיצונית, גזרה מזרחית",310,מושב,25,מועצה אזורית חבל מודיעין,0.6,0.3,0.3,1,יהודים,98.8,28.0,61.4,10.6,28.5,63.0,8.4,27.4,59.7,12.9,722.6,32.0,30.0,33.0,58.3,41.7,56.0,44.0,60.7,39.3,82.4,17.6,76.1,18.9,4.0,1.0,43.2,46.4,3.7,5.5,1.1
"גבעת ניל""י",360,1953,3,מחוז חיפה,32,נפת חדרה,323,הר אלכסנדר,,ללא שיוך למטרופולין,310,מושב,45,מועצה אזורית אלונה,0.5,0.3,0.3,1,יהודים,98.7,38.4,58.0,3.6,41.4,55.9,2.7,35.4,60.0,4.6,783.7,28.0,27.0,30.0,64.1,35.9,64.1,35.9,64.1,35.9,86.8,13.2,61.8,26.0,10.8,1.5,52.1,9.4,23.1,11.8,3.6
גבעתי,793,1950,6,מחוז הדרום,61,נפת אשקלון,611,אזור מלאכי,,ללא שיוך למטרופולין,310,מושב,33,מועצה אזורית באר טוביה,0.9,0.4,0.4,1,יהודים,99.0,33.1,60.4,6.5,34.3,58.6,7.1,31.9,62.3,5.8,755.9,27.0,26.0,29.0,60.6,39.4,57.5,42.5,64.1,35.9,85.7,14.3,74.8,18.8,3.7,2.8,49.4,20.2,20.3,8.2,1.8
גבת,133,1926,2,מחוז הצפון,23,נפת יזרעאל,234,עמק יזרעאל,,ללא שיוך למטרופולין,330,קיבוץ,9,מועצה אזורית עמק יזרעאל,0.7,0.3,0.4,1,יהודים,98.7,20.4,63.0,16.6,19.0,65.7,15.3,21.7,60.5,17.7,618.3,37.0,37.0,37.0,52.3,47.7,55.0,45.0,49.8,50.2,84.5,15.5,71.0,13.1,12.1,3.8,46.5,5.4,6.5,37.3,4.4
